Start Station Key,Station Name,Station Geometry,Total_x,Total_y,diff,bike-out more than bike-in
582,Greenwood Ave & 47th St,POINT (-87.59938299999999 41.809835),1691.0,1689.0,2.0,True
583,MLK Jr Dr & 47th St,POINT (-87.61627900000001 41.809851),891.0,929.0,-38.0,False
584,Woodlawn Ave & Lake Park Ave,POINT (-87.59700514799999 41.81409271),1450.0,1472.0,-22.0,False
585,Prairie Ave & 43rd St,POINT (-87.61941246200001 41.816658893),818.0,830.0,-12.0,False
586,Jefferson St & Monroe St,POINT (-87.642746 41.880422),5000.0,4368.0,632.0,True
587,Canal St & Madison St,POINT (-87.639833 41.882091),3648.0,3542.0,106.0,True
588,Clinton St & Madison St,POINT (-87.64106600000001 41.882242),9155.0,8882.0,273.0,True
589,Canal St & Adams St,POINT (-87.639904 41.879255),5541.0,5364.0,177.0,True
590,Desplaines St & Jackson Blvd,POINT (-87.64390899999999 41.878287),7081.0,6899.0,182.0,True
591,Clinton St & Washington Blvd,POINT (-87.64116999999999 41.88338),5761.0,5611.0,150.0,True
592,Clinton St & Lake St,POINT (-87.641823 41.885637),7371.0,7471.0,-100.0,False
593,Desplaines St & Kinzie St,POINT (-87.64444785299999 41.888716036),14931.0,13822.0,1109.0,True
594,Clinton St & Jackson Blvd,POINT (-87.63983845700001 41.87811603),3302.0,3015.0,287.0,True
595,Desplaines St & Randolph St,POINT (-87.644570585 41.88461619),6191.0,5881.0,310.0,True
596,Austin Blvd & Chicago Ave,POINT (-87.774704 41.894887),225.0,251.0,-26.0,False
597,Central Ave & Chicago Ave,POINT (-87.76490200000001 41.894958),298.0,311.0,-13.0,False
598,Central Park Ave & North Ave,POINT (-87.71663195200001 41.909656876),867.0,968.0,-101.0,False
599,Spaulding Ave & Division St,POINT (-87.70921957100001 41.902706594),1525.0,1459.0,66.0,True
600,Yates Blvd & 75th St,POINT (-87.56644 41.758768),222.0,236.0,-14.0,False
601,Cornell Dr & Hayes Dr,POINT (-87.584846 41.780595),422.0,414.0,8.0,True
602,Phillips Ave & 79th St,POINT (-87.56521100000001 41.75182),233.0,238.0,-5.0,False
603,Bennett Ave & 79th St,POINT (-87.578496 41.751785),88.0,63.0,25.0,True
604,South Shore Dr & 67th St,POINT (-87.567514 41.773643),1477.0,1454.0,23.0,True
605,Stony Island Ave & 67th St,POINT (-87.58533973899999 41.773458499),478.0,455.0,23.0,True
606,Jeffery Blvd & 71st St,POINT (-87.576450114 41.766638237),557.0,584.0,-27.0,False
607,South Shore Dr & 71st St,POINT (-87.565687572 41.76640945699999),1783.0,1799.0,-16.0,False
608,Jeffery Blvd & 67th St,POINT (-87.577142826 41.773517551),730.0,703.0,27.0,True
609,Jeffery Blvd & 76th St,POINT (-87.575839359 41.757120068),211.0,232.0,-21.0,False
610,Rainbow Beach,POINT (-87.54938625 41.757871448),377.0,384.0,-7.0,False
611,South Shore Dr & 74th St,POINT (-87.55927465000001 41.76218896),667.0,663.0,4.0,True
612,Milwaukee Ave & Grand Ave,POINT (-87.64838399999999 41.891578),9441.0,9745.0,-304.0,False
613,Noble St & Milwaukee Ave,POINT (-87.6626 41.90068),5564.0,5461.0,103.0,True
614,Ashland Ave & Blackhawk St,POINT (-87.667252 41.907066),6450.0,6569.0,-119.0,False
615,Carpenter St & Huron St,POINT (-87.65344899999999 41.894556),5543.0,5137.0,406.0,True
616,Eckhart Park,POINT (-87.66098386 41.89637337),5967.0,6058.0,-91.0,False
617,Ashland Ave & Grand Ave,POINT (-87.666611 41.89107199999999),3054.0,3288.0,-234.0,False
618,Cherry Ave & Blackhawk St,POINT (-87.655618 41.907221),518.0,524.0,-6.0,False
619,Ogden Ave & Race Ave,POINT (-87.658751 41.891795),5523.0,5711.0,-188.0,False
620,Sheffield Ave & Kingsbury St,POINT (-87.65310600000001 41.910522),7492.0,7964.0,-472.0,False
621,Elston Ave & Wabansia Ave,POINT (-87.664169 41.912919),1864.0,2017.0,-153.0,False
622,Halsted St & North Branch St,POINT (-87.64847987500001 41.899368439),1030.0,987.0,43.0,True
623,Dayton St & North Ave,POINT (-87.649421929 41.910578035),5701.0,6046.0,-345.0,False
624,Ogden Ave & Chicago Ave,POINT (-87.654061273 41.896362458),5659.0,5668.0,-9.0,False
625,Stetson Ave & South Water St,POINT (-87.62232 41.886835),6268.0,5654.0,614.0,True
626,Wabash Ave & Wacker Pl,POINT (-87.62603 41.886875),9343.0,9680.0,-337.0,False
627,Michigan Ave & Lake St,POINT (-87.624117 41.886024),15069.0,14994.0,75.0,True
628,Columbus Dr & Randolph St,POINT (-87.61952099999999 41.884728),15968.0,11951.0,4017.0,True
629,Clark St & Randolph St,POINT (-87.63188991 41.884576228),6952.0,6938.0,14.0,True
630,Dusable Harbor,POINT (-87.612813 41.886976),9714.0,9306.0,408.0,True
631,Clark St & Lake St,POINT (-87.630876058 41.886020828),9118.0,8817.0,301.0,True
632,State St & Randolph St,POINT (-87.627733569 41.884730201),9888.0,9775.0,113.0,True
633,Field Blvd & South Water St,POINT (-87.61751654700001 41.886349063),6786.0,6897.0,-111.0,False
634,2112 W Peterson Ave,POINT (-87.683593 41.991178),613.0,703.0,-90.0,False
635,Western Ave & Granville Ave,POINT (-87.68943828200001 41.994161369),935.0,1014.0,-79.0,False
636,Maplewood Ave & Peterson Ave,POINT (-87.69336964 41.990236029),513.0,603.0,-90.0,False
637,Budlong Woods Library,POINT (-87.69642256100001 41.983664709),714.0,730.0,-16.0,False
638,Kildare Ave & Montrose Ave,POINT (-87.73569000000001 41.96108),512.0,511.0,1.0,True
639,Keystone Ave & Montrose Ave,POINT (-87.728970101 41.961108016),716.0,752.0,-36.0,False
640,Central Park Ave & 24th St,POINT (-87.715068 41.8481),157.0,172.0,-15.0,False
641,California Ave & 21st St,POINT (-87.695742399 41.853804066),635.0,640.0,-5.0,False
642,Central Park Ave & Ogden Ave,POINT (-87.715117335 41.854063504),346.0,365.0,-19.0,False
643,Kedzie Ave & 21st St,POINT (-87.705073032 41.853533632),248.0,250.0,-2.0,False
644,Kedzie Ave & 24th St,POINT (-87.705413746 41.848190945),214.0,205.0,9.0,True
645,Albany Ave & 26th St,POINT (-87.702013013 41.844475014),289.0,319.0,-30.0,False
646,Millard Ave & 26th St,POINT (-87.71607220200001 41.8445571),310.0,343.0,-33.0,False
647,California Ave & 26th St,POINT (-87.69529592299999 41.844040031),127.0,121.0,6.0,True
648,LaSalle St & Washington St,POINT (-87.63253 41.882664),5152.0,5561.0,-409.0,False
649,Daley Center Plaza,POINT (-87.629634 41.884241),9131.0,8746.0,385.0,True
650,Michigan Ave & Madison St,POINT (-87.625125 41.882134),5856.0,5876.0,-20.0,False
651,Michigan Ave & Washington St,POINT (-87.624683976 41.883984065),12856.0,12798.0,58.0,True
652,Keystone Ave & Fullerton Ave,POINT (-87.72785 41.92459),732.0,854.0,-122.0,False
653,Lake Shore Dr & Monroe St,POINT (-87.616743 41.880958),23847.0,23532.0,315.0,True
654,Millennium Park,POINT (-87.62408431999999 41.8810317),19412.0,20133.0,-721.0,False
655,Dearborn St & Monroe St,POINT (-87.629520919 41.881319815),8919.0,8713.0,206.0,True
