station_key,station_name,station_dock_in_service,station_geometry,Ridership_per_Dock,longitude,latitude
341,State St & Pearson St,27,POINT (-87.628722 41.897448),1.27305367,-87.628722,41.897448
342,Halsted St & Clybourn Ave,27,POINT (-87.648128 41.909668),1.69897959,-87.648128,41.909668
343,Clybourn Ave & Division St,15,POINT (-87.640552 41.904613),1.35816327,-87.640552,41.904613
344,Orleans St & Chestnut St (NEXT Apts),15,POINT (-87.637536 41.898203),1.96360544,-87.637536,41.898203
345,Clark St & Elm St,39,POINT (-87.63128 41.902973),3.13984825,-87.63128,41.902973
346,Ritchie Ct & Banks St,15,POINT (-87.62621700000001 41.906866),2.89693878,-87.62621700000001,41.906866
347,Larrabee St & Kingsbury St,43,POINT (-87.642884 41.897764),0.80185097,-87.642884,41.897764
348,Larrabee St & North Ave,19,POINT (-87.6435 41.91021),1.02148228,-87.6435,41.91021
349,Wells St & Walton St,19,POINT (-87.63443006999999 41.89993001),1.50886144,-87.63443006999999,41.89993001
350,Wells St & Evergreen Ave,19,POINT (-87.63483000000001 41.906724),4.04887218,-87.63483000000001,41.906724
351,Clark St & Chicago Ave,19,POINT (-87.63089000000001 41.89675),2.36707841,-87.63089000000001,41.89675
352,Sedgwick St & Schiller St,15,POINT (-87.638566 41.907626),0.95306122,-87.638566,41.907626
353,Franklin St & Chicago Ave,23,POINT (-87.63566762200001 41.896746973),1.60470275,-87.63566762200001,41.896746973
354,Larrabee St & Division St,23,POINT (-87.643353494 41.90348607),1.44498669,-87.643353494,41.90348607
355,Larrabee St & Oak St,19,POINT (-87.64298546799999 41.900219493),1.01852846,-87.64298546799999,41.900219493
357,Ada St & 113th St,15,POINT (-87.655475736 41.687561623),0.00272109,-87.655475736,41.687561623
358,Vincennes Ave & 104th St,15,POINT (-87.65686811 41.704925565),0.00272109,-87.65686811,41.704925565
359,Hale Ave & 107th St,11,POINT (-87.66891896700001 41.699206168),0.00649351,-87.66891896700001,41.699206168
360,Walden Pkwy & 100th St,15,POINT (-87.667733431 41.712164104),0.00612245,-87.667733431,41.712164104
361,Halsted St & 111th St,15,POINT (-87.64261186100001 41.692262556),0.00578231,-87.64261186100001,41.692262556
362,Major Taylor Trail & 115th St,15,POINT (-87.645288706 41.684931595),0.00646259,-87.645288706,41.684931595
363,Racine Ave & Washington Blvd,11,POINT (-87.656952 41.883073),0.75371058,-87.656952,41.883073
364,Canal St & Taylor St,15,POINT (-87.63947399999999 41.870257),0.94421769,-87.63947399999999,41.870257
365,May St & Taylor St,15,POINT (-87.6554864 41.8694821),1.73945578,-87.6554864,41.8694821
366,Racine Ave & Randolph St,19,POINT (-87.656853 41.884069),0.61063373,-87.656853,41.884069
367,Canal St & Harrison St,15,POINT (-87.639573 41.874255),0.43809524,-87.639573,41.874255
368,Halsted St & Roosevelt Rd,23,POINT (-87.648625 41.867324),0.43722272,-87.648625,41.867324
369,Green St & Madison St,27,POINT (-87.64878900000001 41.881892),2.16250945,-87.64878900000001,41.881892
370,900 W Harrison St,19,POINT (-87.649807 41.874754),0.7424812,-87.649807,41.874754
371,Aberdeen St & Monroe St,19,POINT (-87.655519 41.880419),1.16595059,-87.655519,41.880419
372,Aberdeen St & Jackson Blvd,23,POINT (-87.65478743 41.87772613),1.3271961,-87.65478743,41.87772613
373,Loomis St & Lexington St,19,POINT (-87.661501 41.872187),2.10902256,-87.661501,41.872187
374,Loomis St & Jackson Blvd,19,POINT (-87.66200699999999 41.877945),0.86761547,-87.66200699999999,41.877945
375,Sangamon St & Washington Blvd,15,POINT (-87.6511 41.88316500000001),1.51190476,-87.6511,41.88316500000001
376,Ada St & Washington Blvd,15,POINT (-87.66120600000001 41.88283),1.57789116,-87.66120600000001,41.88283
377,Halsted St & Polk St,19,POINT (-87.64664 41.87184),0.8310956,-87.64664,41.87184
378,Aberdeen St & Randolph St,15,POINT (-87.654264 41.884114),1.4207483,-87.654264,41.884114
379,Morgan St & Polk St,19,POINT (-87.65103000000001 41.871737),1.19548872,-87.65103000000001,41.871737
380,Clinton St & Tilden St,23,POINT (-87.640795 41.875885),0.37466726,-87.640795,41.875885
381,Racine Ave & Congress Pkwy,19,POINT (-87.65703000000001 41.87464),0.50886144,-87.65703000000001,41.87464
382,Throop St & Taylor St,15,POINT (-87.65914100000001 41.868968),1.24727891,-87.65914100000001,41.868968
383,Green St & Randolph St,15,POINT (-87.64867 41.883668),2.88027211,-87.64867,41.883668
384,Peoria St & Jackson Blvd,19,POINT (-87.649617791 41.877641596),1.98361976,-87.649617791,41.877641596
385,Clinton St & Polk St,15,POINT (-87.64094913299999 41.87146651800001),0.18027211,-87.64094913299999,41.87146651800001
386,Elizabeth (May) St & Fulton St,15,POINT (-87.658039927 41.886616486),0.91836735,-87.658039927,41.886616486
387,Clinton St & Roosevelt Rd,15,POINT (-87.64108795899999 41.867117783),1.4537415,-87.64108795899999,41.867117783
388,Morgan St & Lake St,23,POINT (-87.652304856 41.885483308),1.86867791,-87.652304856,41.885483308
389,Avenue O & 134th St,15,POINT (-87.539671361 41.651867802),0.01258503,-87.539671361,41.651867802
390,Commercial Ave & 130th St,15,POINT (-87.550762296 41.659150428),0.00408163,-87.550762296,41.659150428
391,Torrence Ave & 126th Pl,15,POINT (-87.55721569100001 41.666312008),0.00102041,-87.55721569100001,41.666312008
394,Lawndale Ave & 111th St,15,POINT (-87.71288573700001 41.69131919199999),0.00102041,-87.71288573700001,41.69131919199999
395,Ravenswood Ave & Berteau Ave,15,POINT (-87.67356700000001 41.957921),0.62176871,-87.67356700000001,41.957921
396,Clarendon Ave & Gordon Ter,15,POINT (-87.64962851999999 41.958472876),2.58809524,-87.64962851999999,41.958472876
397,Southport Ave & Waveland Ave,23,POINT (-87.66394 41.94815),2.17923691,-87.66394,41.94815
398,Ravenswood Ave & Irving Park Rd,19,POINT (-87.67393 41.95469),0.86385607,-87.67393,41.95469
399,Wolcott (Ravenswood) Ave & Montrose Ave,15,POINT (-87.67616899999999 41.961406),1.10204082,-87.67616899999999,41.961406
400,Clark St & Grace St,23,POINT (-87.659172 41.95078),1.80567879,-87.659172,41.95078
401,Lincoln Ave & Waveland Ave,15,POINT (-87.67527800000001 41.948797),1.13095238,-87.67527800000001,41.948797
402,Southport Ave & Clark St,11,POINT (-87.664199 41.957081),0.9809833,-87.664199,41.957081
403,Ashland Ave & Belle Plaine Ave,11,POINT (-87.668835 41.956057),0.95593692,-87.668835,41.956057
404,Paulina St & Montrose Ave,15,POINT (-87.671387 41.961507),0.70408163,-87.671387,41.961507
405,Broadway & Waveland Ave,15,POINT (-87.648636 41.949074),3.97585034,-87.648636,41.949074
406,Southport Ave & Irving Park Rd,15,POINT (-87.66435799999999 41.954177),1.33163265,-87.66435799999999,41.954177
407,Ashland Ave & Grace St,15,POINT (-87.6687 41.950687),1.1170068,-87.6687,41.950687
408,Sheridan Rd & Irving Park Rd,27,POINT (-87.65440600000001 41.954245),1.4138322,-87.65440600000001,41.954245
409,Sheridan Rd & Montrose Ave,23,POINT (-87.65464 41.96167),1.95829636,-87.65464,41.96167
410,Sheridan Rd & Buena Ave,19,POINT (-87.654966 41.958494),1.48603652,-87.654966,41.958494
411,Clark St & Montrose Ave,19,POINT (-87.66603600000001 41.961588),0.95059076,-87.66603600000001,41.961588
412,Pine Grove Ave & Waveland Ave,23,POINT (-87.64645278499999 41.949472741),3.01796806,-87.64645278499999,41.949472741
413,Pine Grove Ave & Irving Park Rd,15,POINT (-87.648043 41.954383),3.52210884,-87.648043,41.954383
414,Clarendon Ave & Junior Ter,23,POINT (-87.649603 41.961004),1.76375333,-87.649603,41.961004
415,Broadway & Sheridan Rd,15,POINT (-87.64999300000001 41.952833),2.49829932,-87.64999300000001,41.952833
416,Sheffield Ave & Waveland Ave,27,POINT (-87.65452900000001 41.949399),1.99659864,-87.65452900000001,41.949399
417,Montrose Harbor,31,POINT (-87.638181 41.963982),2.06665569,-87.638181,41.963982
418,Winchester (Ravenswood) Ave & Balmoral Ave,15,POINT (-87.67753 41.979762),0.30272109,-87.67753,41.979762
419,Winthrop Ave & Lawrence Ave,15,POINT (-87.657659 41.968812),1.12482993,-87.657659,41.968812
420,Broadway & Argyle St,19,POINT (-87.65966 41.973815),1.38560687,-87.65966,41.973815
421,Broadway & Wilson Ave,23,POINT (-87.65813900000001 41.965221),1.27595386,-87.65813900000001,41.965221
422,Clarendon Ave & Leland Ave,15,POINT (-87.650001 41.967968),1.62857143,-87.650001,41.967968
423,Damen Ave & Leland Ave,15,POINT (-87.679028 41.967094),1.10952381,-87.679028,41.967094
424,Lakefront Trail & Wilson Ave,15,POINT (-87.64536099999999 41.965845),2.20272109,-87.64536099999999,41.965845
425,Marine Dr & Ainslie St,23,POINT (-87.650154 41.9716),1.64463177,-87.650154,41.9716
426,Ravenswood Ave & Lawrence Ave,47,POINT (-87.67423700000001 41.96909),0.63905775,-87.67423700000001,41.96909
427,Clark St & Leland Ave,19,POINT (-87.667429 41.96709600000001),1.48684211,-87.667429,41.96709600000001
428,Clark St & Winnemac Ave,19,POINT (-87.66785547100001 41.97334764),1.44038668,-87.66785547100001,41.97334764
429,Broadway & Berwyn Ave,15,POINT (-87.65975300000001 41.97835300000001),1.87619048,-87.65975300000001,41.97835300000001
430,Sheridan Rd & Lawrence Ave,19,POINT (-87.654691 41.969517),1.04645542,-87.654691,41.969517
431,Clark St & Berwyn Ave,19,POINT (-87.668047105 41.977996654),1.71589689,-87.668047105,41.977996654
432,Fairbanks St & Superior St,11,POINT (-87.620104 41.895748),2.12894249,-87.620104,41.895748
433,St. Clair St & Erie St,19,POINT (-87.622663 41.894448),4.12406015,-87.622663,41.894448
434,Streeter Dr & Grand Ave,47,POINT (-87.612043 41.892278),3.27898393,-87.612043,41.892278
435,State St & Kinzie St,31,POINT (-87.62775400000001 41.889187),1.77073733,-87.62775400000001,41.889187
436,Cityfront Plaza Dr & Pioneer Ct,31,POINT (-87.622072 41.890573),1.3357472,-87.622072,41.890573
437,Mies van der Rohe Way & Chicago Ave,15,POINT (-87.62174300000001 41.89691),3.40510204,-87.62174300000001,41.89691
438,Rush St & Hubbard St,23,POINT (-87.62618499999999 41.890173),1.114685,-87.62618499999999,41.890173
439,Wabash Ave & Grand Ave,31,POINT (-87.626761 41.89146599999999),2.63923634,-87.626761,41.89146599999999
440,Michigan Ave & Oak St,23,POINT (-87.62377664 41.90096039),3.86246673,-87.62377664,41.90096039
441,Michigan Ave & Pearson St,23,POINT (-87.62351 41.89765999999999),1.82386868,-87.62351,41.89765999999999
442,New St & Illinois St,31,POINT (-87.618616819 41.890847041),2.18104016,-87.618616819,41.890847041
443,Mies van der Rohe Way & Chestnut St,19,POINT (-87.621915226 41.898586651),3.04350161,-87.621915226,41.898586651
444,McClurg Ct & Erie St,31,POINT (-87.61785400000001 41.894503),1.81138907,-87.61785400000001,41.894503
445,Lake Shore Dr & Ohio St,19,POINT (-87.614492 41.89257),2.86143931,-87.614492,41.89257
446,Rush St & Cedar St,11,POINT (-87.62769052799999 41.902308701),5.40584416,-87.62769052799999,41.902308701
447,Fairbanks Ct & Grand Ave,15,POINT (-87.62058019600001 41.891847372),4.99727891,-87.62058019600001,41.891847372
448,Rush St & Superior St,23,POINT (-87.62590803299999 41.895764746),2.22626442,-87.62590803299999,41.895764746
449,Latrobe Ave & Chicago Ave,7,POINT (-87.756895 41.894745),0.08017493,-87.756895,41.894745
450,Kenton Ave & Madison St,11,POINT (-87.74101800000001 41.880708),0.03756957,-87.74101800000001,41.880708
451,Laramie Ave & Kinzie St,11,POINT (-87.755527 41.887832),0.0296846,-87.755527,41.887832
452,Central Ave & Harrison St,11,POINT (-87.764499 41.872993),0.08116883,-87.764499,41.872993
453,Cicero Ave & Flournoy St,11,POINT (-87.746619 41.872131),0.02504638,-87.746619,41.872131
454,Austin Blvd & Madison St,11,POINT (-87.77445300000001 41.880281),0.14888683,-87.77445300000001,41.880281
455,Cicero Ave & Quincy St,11,POINT (-87.74540500000001 41.877613),0.07606679,-87.74540500000001,41.877613
456,Laramie Ave & Madison St,11,POINT (-87.755337 41.880207),0.09647495,-87.755337,41.880207
457,Central Ave & Lake St,11,POINT (-87.765469 41.887664),0.07606679,-87.765469,41.887664
458,Cicero Ave & Lake St,11,POINT (-87.745261 41.886841),0.04220779,-87.745261,41.886841
459,Central Ave & Madison St,11,POINT (-87.763238 41.880121),0.10899814,-87.763238,41.880121
460,Austin Blvd & Lake St,11,POINT (-87.774446 41.887919),0.18460111,-87.774446,41.887919
461,Laramie Ave & Gladys Ave,11,POINT (-87.755285 41.875806),0.03246753,-87.755285,41.875806
462,Canal St & Jackson Blvd,47,POINT (-87.63936600000001 41.877245),0.1897525,-87.63936600000001,41.877245
463,Wacker Dr & Washington St,19,POINT (-87.637321 41.883132),0.95649839,-87.637321,41.883132
464,Canal St & Monroe St,27,POINT (-87.63953000000001 41.88169),0.41402116,-87.63953000000001,41.88169
465,Franklin St & Lake St,27,POINT (-87.63549999999999 41.885837),1.37452759,-87.63549999999999,41.885837
466,Franklin St & Monroe St,31,POINT (-87.63518499999999 41.880317),1.09101382,-87.63518499999999,41.880317
467,Franklin St & Adams St (Temp),15,POINT (-87.63550400700001 41.879434091),1.07517007,-87.63550400700001,41.879434091
468,Franklin St & Jackson Blvd,39,POINT (-87.63532114100001 41.877707956),0.98233909,-87.63532114100001,41.877707956
469,Central Park Blvd & 5th Ave,11,POINT (-87.71547 41.875679),0.09183673,-87.71547,41.875679
470,Conservatory Dr & Lake St,11,POINT (-87.71686600000001 41.885502),0.2648423,-87.71686600000001,41.885502
471,Karlov Ave & Madison St,11,POINT (-87.727907 41.88085),0.05612245,-87.727907,41.88085
472,Pulaski Rd & Lake St,11,POINT (-87.72649100000001 41.885409),0.06539889,-87.72649100000001,41.885409
473,Pulaski Rd & Congress Pkwy,11,POINT (-87.72570400000001 41.874325),0.05009276,-87.72570400000001,41.874325
474,Kostner Ave & Lake St,11,POINT (-87.73541 41.885928),0.0190167,-87.73541,41.885928
475,Kostner Ave & Adams St,11,POINT (-87.735737 41.877917),0.08024119,-87.735737,41.877917
476,Kedzie Ave & Lake St,15,POINT (-87.706303744 41.884603285),0.17993197,-87.706303744,41.884603285
477,Kedzie Ave & Roosevelt Rd,11,POINT (-87.706496176 41.86649278199999),0.10575139,-87.706496176,41.86649278199999
478,Clinton St & 18th St,15,POINT (-87.640826 41.85795),0.57517007,-87.640826,41.85795
479,State St & 29th St,11,POINT (-87.626938 41.841707),0.26252319,-87.626938,41.841707
480,Emerald Ave & 28th St,15,POINT (-87.645368 41.84358),0.50986395,-87.645368,41.84358
481,Burnham Harbor,23,POINT (-87.613348 41.856268),2.40749778,-87.613348,41.856268
482,Indiana Ave & 26th St,15,POINT (-87.62248100000001 41.845687),0.95102041,-87.62248100000001,41.845687
483,Shields Ave & 31st St,15,POINT (-87.635406 41.838464),0.49285714,-87.635406,41.838464
484,Calumet Ave & 18th St,15,POINT (-87.619407 41.857611),1.85884354,-87.619407,41.857611
485,Emerald Ave & 31st St,11,POINT (-87.645143 41.838198),1.12430427,-87.645143,41.838198
486,Wells St & 19th St,11,POINT (-87.63387900000001 41.856802),0.68923933,-87.63387900000001,41.856802
487,State St & 19th St,15,POINT (-87.62754200000001 41.856594),0.7207483,-87.62754200000001,41.856594
488,Halsted St & 18th St,15,POINT (-87.646277 41.857499),0.61360544,-87.646277,41.857499
489,Normal Ave & Archer Ave,11,POINT (-87.640591 41.849527),0.37847866,-87.640591,41.849527
490,Shields Ave & 28th Pl,11,POINT (-87.635491 41.842733),0.3474026,-87.635491,41.842733
