Start Station Key,Station Name,Station Geometry,diff,bike-out more than bike-in
90,Oglesby Ave & 100th St,POINT (-87.565841675 41.713397484),0.0,False
92,East End Ave & 87th St,POINT (-87.58280128200001 41.736815214),-7.0,False
93,Baltimore Ave & 87th St,POINT (-87.54851460499999 41.7373356),5.0,True
94,Ewing Ave & Burnham Greenway,POINT (-87.53481388100001 41.712748761),0.0,False
95,Houston Ave & 92nd St,POINT (-87.549700141 41.728204215),-1.0,False
96,Big Marsh Park,POINT (-87.573823929 41.685877056),2.0,True
97,Marquette Ave & 89th St,POINT (-87.55834221799999 41.733668791),-3.0,False
98,Bradley Park,POINT (-87.564591765 41.717878302),0.0,False
99,Torrence Ave & 106th St,POINT (-87.559726238 41.70280085),0.0,False
100,Clyde Ave & 87th St,POINT (-87.57274031600001 41.737151464),1.0,True
101,Constance Ave & 95th St,POINT (-87.578968406 41.722290741),0.0,False
102,Avenue O & 118th St,POINT (-87.53793122299999 41.681001459),0.0,False
103,Burnham Greenway & 105th St,POINT (-87.52823174 41.70457508699999),5.0,True
104,Phillips Ave & 83rd St,POINT (-87.56506 41.744531),6.0,True
105,Exchange Ave & 79th St,POINT (-87.552812 41.751731),9.0,True
106,Stony Island Ave & South Chicago Ave,POINT (-87.585337 41.751173),2.0,True
107,South Chicago Ave & 83rd St,POINT (-87.575225 41.743921),0.0,False
108,South Chicago Ave & Elliot Ave,POINT (-87.580046 41.747363),1.0,True
109,Commercial Ave & 83rd St,POINT (-87.551208 41.744615),19.0,True
110,State St & 54th St,POINT (-87.625923 41.796642),-4.0,False
111,Union Ave & Root St,POINT (-87.64327800000001 41.819102),-49.0,False
112,Racine Ave & Garfield Blvd,POINT (-87.655073 41.794228),4.0,True
113,Western Blvd & 48th Pl,POINT (-87.683392 41.805661),-61.0,False
114,Elizabeth St & 47th St,POINT (-87.656526 41.80839),2.0,True
115,Archer (Damen) Ave & 37th St,POINT (-87.683144 41.826712),-4.0,False
116,Damen Ave & 51st St,POINT (-87.674684 41.800908),12.0,True
117,Throop St & 52nd St,POINT (-87.657195 41.79965900000001),7.0,True
118,Princeton Ave & Garfield Blvd,POINT (-87.633124 41.794982),7.0,True
119,Halsted St & 37th St,POINT (-87.64572 41.82705900000001),97.0,True
120,Wentworth Ave & 35th St,POINT (-87.632504 41.830777),-8.0,False
121,Marshfield Ave & 44th St,POINT (-87.666589 41.813996),-7.0,False
122,Halsted St & 35th St,POINT (-87.647172 41.830661),36.0,True
123,Damen Ave & Pershing Rd,POINT (-87.676597 41.823192),-57.0,False
124,Seeley Ave & Garfield Blvd,POINT (-87.675478 41.794087),5.0,True
125,Morgan St & Pershing Rd,POINT (-87.650931 41.823613),-13.0,False
126,Hoyne Ave & 47th St,POINT (-87.67718000000001 41.808227),-14.0,False
127,Wallace St & 35th St,POINT (-87.64129 41.83062899999999),95.0,True
128,Ashland Ave & McDowell Ave,POINT (-87.66454 41.80887),-2.0,False
129,Ashland Ave & 50th St,POINT (-87.664699 41.803023),2.0,True
130,Ashland Ave & Pershing Rd,POINT (-87.665577 41.823465),25.0,True
131,Wood St & 35th St,POINT (-87.670298309 41.830104654),75.0,True
132,Halsted St & 51st St,POINT (-87.645213904 41.80183164),12.0,True
133,State St & Pershing Rd,POINT (-87.62656801799999 41.823015238),-10.0,False
134,Shields Ave & 43rd St,POINT (-87.63481935 41.816207679),3.0,True
135,Halsted St & 47th Pl,POINT (-87.645616554 41.808133915),48.0,True
136,Princeton Ave & 47th St,POINT (-87.63344928799999 41.809317709),33.0,True
137,Leavitt St & Archer Ave,POINT (-87.68060445899999 41.82879202),43.0,True
138,Eberhart Ave & 91st St,POINT (-87.611829489 41.729267142),6.0,True
139,Michigan Ave & 71st St,POINT (-87.621748 41.765286),32.0,True
140,State St & 95th St,POINT (-87.62285440000001 41.7218499),-2.0,False
141,Dauphin Ave & 87th St,POINT (-87.60125756299999 41.73655902300001),-4.0,False
142,Greenwood Ave & 91st St,POINT (-87.59729862200001 41.728264268),1.0,True
143,Stony Island Ave & 90th St,POINT (-87.585743666 41.73139494300001),5.0,True
144,Wabash Ave & 83rd St,POINT (-87.622849 41.743316),21.0,True
145,Ellis Ave & 83rd St,POINT (-87.599034 41.74412299999999),16.0,True
146,Wabash Ave & 87th St,POINT (-87.62263399999999 41.736646),-13.0,False
147,Vernon Ave & 79th St,POINT (-87.61379000000001 41.75094),3.0,True
148,MLK Jr Dr & 83rd St,POINT (-87.6148 41.743116),-8.0,False
149,Cottage Grove Ave & 78th St,POINT (-87.605026 41.753174),4.0,True
150,Greenwood Ave & 79th St,POINT (-87.59755200000001 41.751294),10.0,True
151,Vernon Ave & 75th St,POINT (-87.614138 41.758361),6.0,True
152,Stony Island Ave & 82nd St,POINT (-87.586005 41.746559),15.0,True
153,Evans Ave & 75th St,POINT (-87.60641 41.75849),-1.0,False
154,Cottage Grove Ave & 83rd St,POINT (-87.60483599999999 41.743441),-1.0,False
155,Cottage Grove Ave & 71st St,POINT (-87.60495971299999 41.765719037),7.0,True
156,Woodlawn Ave & 75th St,POINT (-87.59575100000001 41.75915999999999),2.0,True
157,State St & 79th St,POINT (-87.624424 41.750794),-26.0,False
158,State St & 76th St,POINT (-87.62462099999999 41.756971),3.0,True
159,Stony Island Ave & 75th St,POINT (-87.586882871 41.75866967),19.0,True
160,Calumet Ave & 71st St,POINT (-87.616917925 41.765508006),7.0,True
161,Ellis Ave & 53rd St,POINT (-87.600958115 41.799336263),415.0,True
162,Lake Park Ave & 53rd St,POINT (-87.586449896 41.799494294),144.0,True
163,Kimbark Ave & 53rd St,POINT (-87.594747 41.799568),217.0,True
164,Prairie Ave & Garfield Blvd,POINT (-87.618691 41.794853),0.0,False
165,Cottage Grove Ave & 51st St,POINT (-87.60661500000001 41.803038),60.0,True
166,Lake Park Ave & 47th St,POINT (-87.591875 41.809443),71.0,True
167,Cornell Ave & Hyde Park Blvd,POINT (-87.586924 41.802406),774.0,True
168,Woodlawn Ave & 55th St,POINT (-87.59647099999999 41.795264),166.0,True
169,Blackstone Ave & Hyde Park Blvd,POINT (-87.59036800000001 41.802562),403.0,True
170,Dorchester Ave & 49th St,POINT (-87.59246400000001 41.805772),71.0,True
171,Calumet Ave & 51st St,POINT (-87.61805357999999 41.802294651),25.0,True
172,Hoyne Ave & Balmoral Ave,POINT (-87.68193199999999 41.979851),-12.0,False
173,Damen Ave & Sunnyside Ave,POINT (-87.67925799999999 41.96325),23.0,True
174,Lincoln Ave & Sunnyside Ave,POINT (-87.684781 41.963004),102.0,True
175,Washtenaw Ave & Lawrence Ave,POINT (-87.696027 41.968987),132.0,True
176,Kedzie Ave & Foster Ave,POINT (-87.709261 41.975672),60.0,True
177,Manor Ave & Leland Ave,POINT (-87.70082499999999 41.965875),66.0,True
178,Leavitt St & Lawrence Ave,POINT (-87.68400099999999 41.968885),103.0,True
179,Western Ave & Leland Ave,POINT (-87.688418627 41.966494532),8.0,True
180,Francisco Ave & Foster Ave,POINT (-87.70141943899999 41.975632725),-8.0,False
181,Damen Ave & Foster Ave,POINT (-87.67945903899999 41.975614805),293.0,True
182,St. Louis Ave & Balmoral Ave,POINT (-87.716114961 41.980394235),-37.0,False
183,Lincoln Ave & Winona St,POINT (-87.69250255899999 41.974911297),156.0,True
184,Christiana Ave & Lawrence Ave,POINT (-87.711830667 41.968354494),11.0,True
185,Kedzie Ave & Leland Ave,POINT (-87.708051981 41.966686362),-18.0,False
186,Rockwell St & Eastwood Ave,POINT (-87.693638494 41.96590014),241.0,True
187,Campbell Ave & Montrose Ave,POINT (-87.691165041 41.961525933),259.0,True
188,Kedzie Ave & Bryn Mawr Ave,POINT (-87.70892252 41.982397085),33.0,True
189,Drake Ave & Montrose Ave,POINT (-87.71656907299999 41.961154076),116.0,True
190,Central Park Ave & Bloomingdale Ave,POINT (-87.71675500000001 41.91416599999999),41.0,True
191,California Ave & Altgeld St,POINT (-87.69766800000001 41.92669),233.0,True
192,California Ave & Milwaukee Ave,POINT (-87.697153 41.922695),464.0,True
193,Kedzie Ave & Milwaukee Ave,POINT (-87.70785699999999 41.929567),79.0,True
194,Leavitt St & North Ave,POINT (-87.68238902100001 41.910509367),337.0,True
195,Damen Ave & Charleston St,POINT (-87.67785500000001 41.920082),255.0,True
196,Western Ave & Winnebago Ave,POINT (-87.687022 41.91552),244.0,True
197,Stave St & Armitage Ave,POINT (-87.69139200000001 41.917741),241.0,True
198,Milwaukee Ave & Rockwell St,POINT (-87.69265919899999 41.920195562),140.0,True
199,Kedzie Ave & Palmer Ct,POINT (-87.70732199999999 41.921525),173.0,True
200,California Ave & North Ave,POINT (-87.6972 41.91044),138.0,True
201,Leavitt St & Armitage Ave,POINT (-87.68243699999999 41.917805),318.0,True
202,Campbell Ave & North Ave,POINT (-87.68955600000001 41.910535),383.0,True
203,Logan Blvd & Elston Ave,POINT (-87.684158 41.929465),-55.0,False
204,Milwaukee Ave & Wabansia Ave,POINT (-87.681391 41.912616),323.0,True
205,California Ave & Francis Pl (Temp),POINT (-87.69742280200001 41.918491154),242.0,True
206,Kosciuszko Park,POINT (-87.723777364 41.930585371),219.0,True
207,Campbell Ave & Fullerton Ave,POINT (-87.68930700600001 41.924632472),231.0,True
208,Spaulding Ave & Armitage Ave,POINT (-87.710220963 41.917108035),136.0,True
209,Humboldt Blvd & Armitage Ave,POINT (-87.701808955 41.917513394),185.0,True
210,St. Louis Ave & Fullerton Ave,POINT (-87.71449506299999 41.924815597),330.0,True
211,Richmond St & Diversey Ave,POINT (-87.70119513 41.931901969),106.0,True
212,Albany Ave & Bloomingdale Ave,POINT (-87.70512646200001 41.914026713),177.0,True
213,Dorchester Ave & 63rd St,POINT (-87.591415989 41.780405646),61.0,True
214,Lake Park Ave & 56th St,POINT (-87.58778199999999 41.793242),319.0,True
215,Shore Dr & 55th St,POINT (-87.580715 41.795212),441.0,True
216,Rhodes Ave & 71st St,POINT (-87.611726 41.76600000000001),-1.0,False
217,University Ave & 57th St,POINT (-87.599861 41.79147800000001),-824.0,False
218,Cottage Grove Ave & 67th St,POINT (-87.60563486 41.773720952),3.0,True
219,Ellis Ave & 58th St,POINT (-87.60133399999999 41.788746),-1028.0,False
220,Stony Island Ave & 64th St,POINT (-87.586647 41.778881),14.0,True
221,63rd St Beach,POINT (-87.57611976 41.781016372),67.0,True
222,Stony Island Ave & 71st St,POINT (-87.586460878 41.766492937),32.0,True
223,Ellis Ave & 55th St,POINT (-87.601449773 41.794300621),-164.0,False
224,Cottage Grove Ave & 63rd St,POINT (-87.60583609299999 41.780600945),4.0,True
225,DuSable Museum,POINT (-87.60785217700001 41.791568011),-96.0,False
226,Eberhart Ave & 61st St,POINT (-87.61330783 41.784141693),35.0,True
227,Harper Ave & 59th St,POINT (-87.58831517 41.787942813),242.0,True
228,Ellis Ave & 60th St,POINT (-87.601072761 41.785097146),263.0,True
229,MLK Jr Dr & 56th St,POINT (-87.615853262 41.79342945699999),10.0,True
230,MLK Jr Dr & 63rd St,POINT (-87.61594285700001 41.780080637),37.0,True
231,Museum of Science and Industry,POINT (-87.58394500899999 41.79172821),42.0,True
233,Damen Ave & Clybourn Ave,POINT (-87.67785600000001 41.931931),-138.0,False
234,Clark St & Armitage Ave,POINT (-87.63628199999999 41.918306),1261.0,True
235,Clark St & Drummond Pl,POINT (-87.644336 41.931248),368.0,True
236,Clark St & North Ave,POINT (-87.63194200000001 41.911974),154.0,True
237,Larrabee St & Webster Ave,POINT (-87.64414000000001 41.921822),420.0,True
238,Halsted St & Dickens Ave,POINT (-87.64883 41.919936),-86.0,False
239,Sedgwick St & Webster Ave,POINT (-87.63888799999999 41.922167),800.0,True
240,Sheffield Ave & Wrightwood Ave,POINT (-87.65383299999999 41.928712),286.0,True
241,Racine Ave & Wrightwood Ave,POINT (-87.65897099999999 41.928887),436.0,True
242,Wells St & Concord Ln,POINT (-87.63465600000001 41.912133),221.0,True
243,Lake Shore Dr & North Blvd,POINT (-87.62680400000001 41.911722),305.0,True
244,Lincoln Ave & Fullerton Ave,POINT (-87.64926 41.925905),312.0,True
245,Clifton Ave & Armitage Ave,POINT (-87.656936 41.91821599999999),76.0,True
246,Halsted St & Wrightwood Ave,POINT (-87.64907700000001 41.929143),316.0,True
247,Lincoln Ave & Diversey Pkwy,POINT (-87.65861700000001 41.932225),234.0,True
248,Sedgwick St & North Ave,POINT (-87.638677 41.911386),831.0,True
249,Southport Ave & Wrightwood Ave,POINT (-87.66391299999999 41.928773),72.0,True
250,Lakeview Ave & Fullerton Pkwy,POINT (-87.63897299999999 41.92585800000001),1143.0,True
251,Lake Shore Dr & Diversey Pkwy,POINT (-87.636427 41.932588),677.0,True
252,Theater on the Lake,POINT (-87.63083399999999 41.926277),-403.0,False
253,Bissell St & Armitage Ave,POINT (-87.65222 41.91844),392.0,True
254,Ashland Ave & Wrightwood Ave,POINT (-87.66850699999999 41.92883),153.0,True
255,Halsted St & Willow St,POINT (-87.64875500000001 41.913865),424.0,True
256,Sheffield Ave & Willow St,POINT (-87.652855 41.913688),-37.0,False
257,Larrabee St & Menomonee St,POINT (-87.64331999999999 41.91468),290.0,True
258,Sheffield Ave & Webster Ave,POINT (-87.653818 41.92154),293.0,True
259,Clark St & Wrightwood Ave,POINT (-87.643118 41.929546),776.0,True
260,Stockton Dr & Wrightwood Ave,POINT (-87.63874200000001 41.93132),1153.0,True
261,Clark St & Lincoln Ave,POINT (-87.63460000000001 41.915689),454.0,True
262,Larrabee St & Armitage Ave,POINT (-87.643749 41.918084),378.0,True
263,Greenview Ave & Fullerton Ave,POINT (-87.6658 41.92533),-188.0,False
264,Southport Ave & Clybourn Ave,POINT (-87.663712 41.920771),-121.0,False
265,Wilton Ave & Diversey Pkwy,POINT (-87.65270500000001 41.932418),282.0,True
266,Racine Ave & Fullerton Ave,POINT (-87.65840426 41.92556258),89.0,True
267,Cannon Dr & Fullerton Ave,POINT (-87.634428785 41.926755988),71.0,True
268,Winchester Ave & Elston Ave,POINT (-87.67646007499999 41.92409085),-30.0,False
269,Sheffield Ave & Fullerton Ave,POINT (-87.65370804200001 41.925601882),-13.0,False
270,Lincoln Park Conservatory,POINT (-87.635824531 41.923931311),369.0,True
272,Clark St & Newport St,POINT (-87.654678 41.94454),248.0,True
273,Southport Ave & Belmont Ave,POINT (-87.663747668 41.93947775),233.0,True
274,Broadway & Barry Ave,POINT (-87.644097805 41.937582316),1006.0,True
275,Lake Shore Dr & Belmont Ave,POINT (-87.63919200000001 41.940775),918.0,True
276,Broadway & Belmont Ave,POINT (-87.64545099999999 41.940106),579.0,True
277,Broadway & Cornelia Ave,POINT (-87.646439 41.945529),1389.0,True
278,Wilton Ave & Belmont Ave,POINT (-87.65304 41.94018),264.0,True
279,Sheffield Ave & Wellington Ave,POINT (-87.65266200000001 41.936266),215.0,True
280,Halsted St & Roscoe St,POINT (-87.64895 41.94367),433.0,True
281,Lincoln Ave & Addison St,POINT (-87.67330799999999 41.946176),93.0,True
282,Lincoln Ave & Roscoe St,POINT (-87.67097 41.94334),472.0,True
283,Ashland Ave & Wellington Ave,POINT (-87.66980699999999 41.936083),74.0,True
284,Lincoln Ave & Belmont Ave,POINT (-87.668385 41.939365),-38.0,False
285,Southport Ave & Roscoe St,POINT (-87.66401999999999 41.943739),205.0,True
286,Burling St & Diversey Pkwy,POINT (-87.64775999999999 41.93314),368.0,True
287,Southport Ave & Wellington Ave,POINT (-87.66357600000001 41.935733),-50.0,False
288,Racine Ave & Belmont Ave,POINT (-87.65886500000001 41.939743),320.0,True
289,Clark St & Wellington Ave,POINT (-87.64753865799999 41.936496822),566.0,True
290,Greenview Ave & Diversey Pkwy,POINT (-87.665936351 41.932589634),280.0,True
291,Lake Shore Dr & Wellington Ave,POINT (-87.63682901899999 41.936688449),860.0,True
292,Bernard St & Elston Ave,POINT (-87.713949 41.949923),20.0,True
293,Leavitt St & Belmont Ave,POINT (-87.68328199999999 41.93935399999999),115.0,True
294,Albany Ave & Montrose Ave,POINT (-87.705866 41.96104099999999),135.0,True
295,Drake Ave & Addison St,POINT (-87.71758199999999 41.947326),1.0,True
296,California Ave & Montrose Ave,POINT (-87.69543900000001 41.961068),15.0,True
297,Western Ave & Roscoe St,POINT (-87.687288 41.943034),-92.0,False
298,Kimball Ave & Belmont Ave,POINT (-87.711561 41.939398),-14.0,False
299,Avers Ave & Belmont Ave,POINT (-87.723574 41.939408),51.0,True
300,Lincoln Ave & Belle Plaine Ave,POINT (-87.680161446 41.956003551),157.0,True
301,Damen Ave & Wellington Ave,POINT (-87.67841999999999 41.93588),133.0,True
302,Seeley Ave & Roscoe St,POINT (-87.679618 41.943403),-93.0,False
303,Leavitt St & Addison St,POINT (-87.683359 41.946655),80.0,True
304,Damen Ave & Melrose Ave,POINT (-87.6785 41.9406),114.0,True
305,Monticello Ave & Irving Park Rd,POINT (-87.71912818 41.954004839),20.0,True
306,Sawyer Ave & Irving Park Rd,POINT (-87.7093108 41.953586179),13.0,True
307,Oakley Ave & Irving Park Rd,POINT (-87.686079624 41.954340852),97.0,True
308,California Ave & Byron St,POINT (-87.69805111299999 41.952162193),28.0,True
309,Troy St & Elston Ave,POINT (-87.70664990100001 41.945243568),84.0,True
310,Talman Ave & Addison St,POINT (-87.69461475799999 41.946635831),-217.0,False
311,California Ave & Fletcher St,POINT (-87.69800775600001 41.938428791),88.0,True
312,Central Park Ave & Elbridge Ave,POINT (-87.716889294 41.935337283),110.0,True
313,Wood St & Chicago Ave,POINT (-87.67206899999999 41.895634),269.0,True
314,Leavitt St & Division St,POINT (-87.683825 41.902997),-218.0,False
315,Paulina Ave & North Ave,POINT (-87.67007199999999 41.910337),511.0,True
316,Damen Ave & Division St,POINT (-87.67843499999999 41.903266),199.0,True
317,Ashland Ave & Chicago Ave,POINT (-87.66774699999999 41.89596599999999),476.0,True
318,Wood St & Milwaukee Ave,POINT (-87.672552 41.907655),369.0,True
319,California Ave & Division St,POINT (-87.697474 41.903029),-67.0,False
320,Wood St & Augusta Blvd,POINT (-87.6722 41.899181),378.0,True
321,Damen Ave & Grand Ave,POINT (-87.67684221299999 41.891264346),138.0,True
322,Damen Ave & Cortland St,POINT (-87.677335 41.915983),353.0,True
323,Western Ave & Division St,POINT (-87.687275 41.902893),280.0,True
324,Claremont Ave & Hirsch St,POINT (-87.68585400000001 41.907781),184.0,True
325,Walsh Park,POINT (-87.667968 41.91461),83.0,True
326,Marshfield Ave & Cortland St,POINT (-87.668879 41.916017),49.0,True
327,Damen Ave & Thomas St (Augusta Blvd),POINT (-87.677409 41.901315),915.0,True
328,Wood St & Hubbard St,POINT (-87.67147299999999 41.889899),-88.0,False
329,Ashland Ave & Augusta Blvd,POINT (-87.6677 41.899643),569.0,True
330,Honore St & Division St,POINT (-87.673935 41.903119),260.0,True
331,California Ave & Cortez St,POINT (-87.696704 41.900363),202.0,True
332,Ashland Ave & Division St,POINT (-87.66774699999999 41.90345),532.0,True
333,Western Ave & Walton St,POINT (-87.68659601600001 41.898417689),786.0,True
334,Damen Ave & Pierce Ave,POINT (-87.67769192899999 41.909396007),-555.0,False
335,Troy St & North Ave,POINT (-87.70528048700001 41.909769302),82.0,True
337,Orleans St & Elm St,POINT (-87.637715 41.902924),369.0,True
338,Wells St & Elm St,POINT (-87.63432399999999 41.903222),1960.0,True
339,Dearborn Pkwy & Delaware Pl,POINT (-87.629912 41.898969),605.0,True
340,Clark St & Schiller St,POINT (-87.631501 41.907993),2332.0,True
341,State St & Pearson St,POINT (-87.628722 41.897448),490.0,True
342,Halsted St & Clybourn Ave,POINT (-87.648128 41.909668),-557.0,False
343,Clybourn Ave & Division St,POINT (-87.640552 41.904613),334.0,True
344,Orleans St & Chestnut St (NEXT Apts),POINT (-87.637536 41.898203),341.0,True
345,Clark St & Elm St,POINT (-87.63128 41.902973),2383.0,True
346,Ritchie Ct & Banks St,POINT (-87.62621700000001 41.906866),1265.0,True
347,Larrabee St & Kingsbury St,POINT (-87.642884 41.897764),-789.0,False
348,Larrabee St & North Ave,POINT (-87.6435 41.91021),440.0,True
349,Wells St & Walton St,POINT (-87.63443006999999 41.89993001),699.0,True
350,Wells St & Evergreen Ave,POINT (-87.63483000000001 41.906724),906.0,True
351,Clark St & Chicago Ave,POINT (-87.63089000000001 41.89675),592.0,True
352,Sedgwick St & Schiller St,POINT (-87.638566 41.907626),539.0,True
353,Franklin St & Chicago Ave,POINT (-87.63566762200001 41.896746973),-384.0,False
354,Larrabee St & Division St,POINT (-87.643353494 41.90348607),-58.0,False
355,Larrabee St & Oak St,POINT (-87.64298546799999 41.900219493),360.0,True
357,Ada St & 113th St,POINT (-87.655475736 41.687561623),0.0,False
358,Vincennes Ave & 104th St,POINT (-87.65686811 41.704925565),0.0,False
359,Hale Ave & 107th St,POINT (-87.66891896700001 41.699206168),-1.0,False
360,Walden Pkwy & 100th St,POINT (-87.667733431 41.712164104),2.0,True
361,Halsted St & 111th St,POINT (-87.64261186100001 41.692262556),0.0,False
